utt_id,audio_path,reference,Accent,Age,Gender,Background,Sentiment,District,State,Other,audio_drive_id,audio_filename
13-00147-01,./Audio/13-00147-01.mp3,उतर्वाहिनी के गंगा के जल भक्त लेकर शिवालयो आरोप अर्पित करते है करते है इन मंदिरों की साफ़ सफाई और सजावट का काम भी बड़े जोर शोर ऐसी सदर रहा है बिहार,Bhojpuri,Adult,Female,,Serious,,,audio_break,1s1ek3HjJBShuFT_PKWqONjsGpfhrM8zJ,13-00147-01.mp3
13-00148-05,./Audio/13-00148-05.mp3,थाने चौकीदार गस्ती कर रहे थे और अंत में बिहार राज्य के मधुबनी जिला ऐसी रामानंद सिंह ने मोबाइल वाणी के माध्यम ऐसी बताया की मधुबनी जिले के वैसे किसान जो सीओ,Accent_unknown,Adult,Male,,Serious,,,audio_break,1j6gaAoOT_OjDwdtzcv-txExi-dWGZFhP,13-00148-05.mp3
13-00149-02,./Audio/13-00149-02.mp3,और ऐसे ही बड़ी खबरों के लिए सुनते रहे मधुवनी मोबइलवाणी धन्यवाद,,Adult,Female,,,Madhubani,Bihar,,1O-U6Lj_SH89eyEfvmdHohkZgLdmxRVYj,13-00149-02.mp3
13-00154-04,./Audio/13-00154-04.mp3,धन्यवाद साथियों में मधु लेकर आई हूँ शाम की सुर्खिया,,Adult,Female,Music,,Munger,Bihar,,1hG890zre7ZEUzOLwbhXWauOI8M6RF9HI,13-00154-04.mp3
13-00154-06,./Audio/13-00154-06.mp3,दिखेगा श्वेत धवल चांदनी बिखेरने वाला चाँद आज सुर्ख लाल नज़र आयेगा इस पूरी खगोलीय घटना को किसी खास उपकरण का इस्तेमाल,,Adult,Female,,,Munger,Bihar,,1eT8p6ziOvYLyOHvK6JAbYDFJkThtFTnB,13-00154-06.mp3
13-00155-01,./Audio/13-00155-01.mp3,के बिना देखा जा सकेगा देश में पूर्ण कालीन चंद्रग्रहण पूरी तरह ऐसी दिखाई देगा ग्यारह बजकर चौवालिस मिनट आरोप शुरू होकर ग्यारह बजकर चौवन मिनट आरोप,Bihari,Adult,Female,,Serious,,Bihar,inaudible,1gIf_p-HUUuw4cGHJ0Z_XPkTslkExj7tj,13-00155-01.mp3
13-00157-05,./Audio/13-00157-05.mp3,न्यूनतम वेतन खबर है नई दिल्ली से,,Adult,Female,,Serious,,,,1wfYSgE6ZwPK7W-Hw4UuVEMQJkMjZAJ6W,13-00157-05.mp3
13-00158-02,./Audio/13-00158-02.mp3,सैलरी अठारह हजार करने की वजाय छब्बीस हजार रुपये करने आरोप राजी हो सकती है,Accent_unknown,Adult,Female,,Serious,,,,1wwZNQo3lOBrZ6ad_dqN04wjSOE7LpEwI,13-00158-02.mp3
13-00162-06,./Audio/13-00162-06.mp3,मधुबनी जिले में नौ सौ पचास,,Adult,Male,,Serious,,,,1p47czKXUwjMtUmO0ZRUTg6ok8aLQmp6I,13-00162-06.mp3
13-00169-05,./Audio/13-00169-05.mp3,एड वो सी सी एंड लेविन ऐसी जुड़े इको सुमन जुमानी ने बताया की निधि स्कंप में देश भर में इस एच पी पहले ही पे इस एच पी विकास के लिए छह हजार,,Adult,Male,,Serious,,,,1Av_ugDT-4NBERD5im3DmhgAYVSuZFuSo,13-00169-05.mp3
13-00171-01,./Audio/13-00171-01.mp3,पसंदीदा कार्यक्रम ज़रा हट के,Bhojpuri,Adult,Female,,Serious,,,,1wwF_kbIpwcKm8wD8A7NoIknJqeAupasv,13-00171-01.mp3
13-00219-04,./Audio/13-00219-04.mp3,यह कहानी दोस्तों इनकी तरह आप भी अपने जीवन या आपके क्षेत्र आई कोई सकारात्मक बदलाव में की कोई कहानी हमारे साथ साझा अपने फ़ोन में नंबर तीन,Bhojpuri,Adult,Female,,Serious,,,audio_break,1Ans7o3g2k30EgW3SQk4LJUL2v7_PPuLO,13-00219-04.mp3
13-00224-03,./Audio/13-00224-03.mp3,था हाई कोर्ट ने लगायी मध्य प्रदेश शासन आरोप दस हजार हैं ग्वालियर हाई कोर्ट में अवैध कॉलोनियों को वैध कराने की खिलाफ जनहित आज कल,Bihari,Adult,Female,,Serious,,Bihar,audio_jump,1o8_Ot-EI94-sbb8a2BUlwvsQwNTkLGwF,13-00224-03.mp3
13-00227-03,./Audio/13-00227-03.mp3,ललन भाई तुम फिर शुरू हो गए जी अच्छा बताओ की क्या परेशानी है,Bihari,Adult,Male,Music,Happy,,Bihar,"laugh,speaker_change",1MeKtlQAJVs46mt_WhaLGEVf7Q7SgQeJ_,13-00227-03.mp3
13-00235-04,./Audio/13-00235-04.mp3,भोपाल ऐसी नहीं चली मुंबई पुणे और नासिक की बसें राजधानी समेत प्रदेश भर में ट्रांसपोर्टो की हड़ताल सातवे दिन गुरुवार को भी जारी रही तीन लाख चप्पे बड़ी ट्रक वह लोडिंग व् प्रदेश ऐसी निकालने वाले अलग अलग हाईवे आरोप खड़े रहे वहीं महाराष्ट्र में ट्रांसपोर्टेशन की हड़ताल ने उग्र रूप ले लिया उन्होंने ट्रकों में लादी सब्जी दूध वह अन्य सामानों को सडको आरोप फेंक दिया साथ ही,Bihari,Adult,Female,,Serious,,Bihar,,1pakFsw3F8aqfPDhLZ0AdkTrl2ZyqgRvV,13-00235-04.mp3
13-00238-01,./Audio/13-00238-01.mp3,आपको याद हैं न पिछले बार की तरह इस बार भी बेहतरीन प्रतिक्रिया देने वाले श्रोता की आवाज़ आवाज़ हम सुनायेंगे जनता की रिपोर्ट कार्यक्रम में आने वाली कड़ी में,,Adult,Female,Music,Happy,,,,1pAFh3JD4LEr3qhlTT19leDWVi5RSSwJj,13-00238-01.mp3
13-00241-03,./Audio/13-00241-03.mp3,के बहुत ऐसी बच्चे और महिलायें आज भी इस तकनीकी युग में भी अशिक्षित है हालाँकि परिवार अपने बच्चों के भविष्य को देखते हुए शहर का रुख कर रहे है,Bihari,Adult,Male,,,Madhubani,Bihar,inaudible,1QRu4-E4DbezzHPohi9pKxWWwb9MnyYi7,13-00241-03.mp3
13-00241-05,./Audio/13-00241-05.mp3,साथ ही स्कूलों के जर्जर भवनों ऐसी हमेशा खतरा बना रहता है पठन पठन सामग्री का नहीं होना तथा मध्य भोजन के देख रेख में अनियमित्ता बरतने ऐसी,Bihari,Adult,Male,,,Madhubani,Bihar,,1zlZcE_b8xs7NdJbG0RCVsdZ2dp68cM1h,13-00241-05.mp3
13-00243-02,./Audio/13-00243-02.mp3,नमस्कार मुजफ्फरपुर मोबइलवाणी में आपका स्वागत है खुरनी ऐसी में नवीन कुमार अंकी गाँव में घर का निर्माण करा रहे है गाँव के ही,,Adult,Male,,,Muzaffarpur,Bihar,inaudible,1TEn8-ZsX_nHZG9-sy85q5-h-4wj3qOJ1,13-00243-02.mp3
13-00243-03,./Audio/13-00243-03.mp3,"कुछ लोगो ने ['मारपीट', 'कर'] घायल कर दिया घायल परिवार खुरनी पी जी एस सी में कराया गया वही इस मामले को लेकर चार लोगो के खिलाफ नामजद प्राथमिकी दर्ज कराई",,Adult,Male,,,Muzaffarpur,Bihar,inaudible,1p-raaGOh6Xo3Dt4vhF2ZL-j7MDVhny59,13-00243-03.mp3
13-00243-04,./Audio/13-00243-04.mp3,दर्ज कराई है अध्यक्ष अमन अशरफ ने बताया की प्राथमिकी दर्ज कर कार्यवाही शुरू कर दी गयी है,,Adult,Male,,,Muzaffarpur,Bihar,inaudible,1u59HeNXCtWW7seJANbPpRi4RnoxqOhPk,13-00243-04.mp3
13-00243-06,./Audio/13-00243-06.mp3,की तस्करी हो रही है और इस तस्करी समस्तीपुर जिला भी अछुता नहीं है ये नोट पडोसी देश ऐसी छपकर बिहार के रस्ते आ रहे है,Bihari,Adult,Male,,,Samastipur,Bihar,,1ir0ZF3F683NvNJNyO3qcB5jjBiEj3cdZ,13-00243-06.mp3
13-00244-06,./Audio/13-00244-06.mp3,बिहार मोबइल वाणी के लिए मैं समस्तीपुर मोबइल वाणी से संजय कुमार बबलू समस्तीपुर में,Bihari,Adult,Male,,,Samastipur,Bihar,,1MxcC4DGAAz_CEfp6SDOXIVMjHtDlYW1y,13-00244-06.mp3
13-00246-05,./Audio/13-00246-05.mp3,थाना अध्यक्ष राजकमल किशोर कुमार का कहना है की पोस्त्मार्तम कराकर शव को परिजनों को सौप दिया गया है और अपराधियों की तलाश की जा रही है,,Adult,Male,,,Samastipur,Bihar,,1hIMZJ1PyZ56k8k8jSHl8e9CsbM37Evzo,13-00246-05.mp3
13-00248-05,./Audio/13-00248-05.mp3,इस पूरे जम्मुई में प्रसाशन के नज़र आएगी सांसद ऐसी भी सीसीटीवी कवरेज लुफ्त हो गयी तो कुंवर सिंह,Accent_unknown,Adult,Male,,Serious,,,not_clear,1BbL0ERaQsCZTb8LQTIfsHAAJFZkqwfzy,13-00248-05.mp3
13-00247-02,./Audio/13-00247-02.mp3,मैं दिलीप पांडे जमुई,Bihari,Adult,Male,,,Jamui,Bihar,audio_jump,14EJ1V3dcptABpsiVJfGGv8XCsjgDlaUa,13-00247-02.mp3
13-00247-06,./Audio/13-00247-06.mp3,यह बहुत अच्छी सेवा हैं जिससे हर व्यक्ति पसंद कर रहे हैं जम्मुई जिले के धन्यवाद दिलीप पांडे जमुई खैरा ऐसी मोबइलवाणी ऐसी धन्यवाद,Bihari,Adult,Male,,,Jamui,Bihar,,1C35AqmBSTAJaIr5_wqQdmQXcPiPtnWrS,13-00247-06.mp3
13-00252-01,./Audio/13-00252-01.mp3,नमस्कार धनबाद मोबाइल मीडिया ऐसी आज जागरण ऐसी सभी लोगों को आकर्षित हैं भक्तों में पूरी धूम मछी हुई हैं माँ दुर्गा की कृपा ऐसी धन्यवाद,Accent_unknown,Adult,Male,,Happy,Dhanbad,Jharkhand,inaudible,1mIF--Mcb2F1XgGtcAns0e4wEY0IvDh3U,13-00252-01.mp3
13-00252-06,./Audio/13-00252-06.mp3,नमस्कार चंपारण मोबइलवाणी ऐसी भागलपुर ऐसी कुबेर पांडे अभिनन्दन प्रखंड के हेतु पूजा पंडालो में भगवती महा गौरी की पूजा बहुत ही भक्ति भाव ऐसी किया गया,Accent_unknown,Adult,Male,,Happy,Bhagalpur,Bihar,audio_jump,1gEC83zchaLCPXQkfDm2SthzkzaV90OG_,13-00252-06.mp3
13-00254-01,./Audio/13-00254-01.mp3,परन्तु यह सरकार ने जिस जब प्रथम बार बने थे तो कुछ नम्बर समय सडकों का बिछा जाने लगा था था लेकिन आज,Lucknowi,Adult,Male,,,Lucknow,Uttar_pradesh,"audio_jump,inaudible",1xCtgAq2sgDH0ukSQWtQpvkLp3Xiz7gY0,13-00254-01.mp3
13-00254-03,./Audio/13-00254-03.mp3,आज ऐसा क्या हो गया की सड़कों की गुलदस्ता घाट गयी हैं जैसे तैसे संहिता द्वारा काली की वो ज़रूरी नहीं समझती,Lucknowi,Adult,Male,,,Lucknow,Uttar_pradesh,inaudible,1hx9M7E3aHmsivYE6RuxLJtkbzNbkToI_,13-00254-03.mp3
13-00254-06,./Audio/13-00254-06.mp3,उखाड़ रहा हैं सरकार के मंत्री संवेदक तक ज़रूरी हैं कोई देखने वाला नहीं हैं,Lucknowi,Adult,Male,,,Lucknow,Uttar_pradesh,inaudible,1q_znXztY1LfJR5aJxHk3mkJ9K8LSKPAZ,13-00254-06.mp3
13-00281-06,./Audio/13-00281-06.mp3,आके सब डांस कर रहे है नाच रहे है गा रहे है धन्यवाद,Bihari,Adult,Male,,Happy,,Bihar,inaudible,1G7EyDKRFe241gjfbYNos9dWzhWMA4ylW,13-00281-06.mp3
13-00287-01,./Audio/13-00287-01.mp3,मधुबनी मोबाइल वाणी के लिए खजौली मधुबनी ऐसी डॉक्टर विनय सराव अधिकारी स्वस्थ विभाग बिहार पटना,Accent_unknown,Adult,Male,,Serious,,,inaudible,1CIhCCrR0YZYxuWs3VyNrtl4-J_JfxQ1O,13-00287-01.mp3
13-00291-04,./Audio/13-00291-04.mp3,बहुत अच्छी खबर हैं इसके लिए भर्ती अब अब एक ही परीक्षा ऐसी होगी शासन विभाग ने इस सम्बन्ध में आदेश जारी किया हैं,Accent_unknown,Adult,Male,,,,,inaudible,1pODgYT6PEJTMzg-sNTfZ5isnGq5SQ-uN,13-00291-04.mp3
13-00292-01,./Audio/13-00292-01.mp3,प्रदर्शन कर गोल्ड मैडल ले कर प्रतियोगिता में बिहार का मोहर लगा दिया बताते केंद्रीय विद्द्यालय जमाल संगठन पटना संभाग के डेविड,Bihari,Adult,Male,,Happy,,Bihar,audio_jump,1VkmHEJv9-uz-22lE0YHgfFfIB0DoWT13,13-00292-01.mp3
13-00292-02,./Audio/13-00292-02.mp3,राष्ट्रीय हैण्ड बॉल के लिए किया गया था जिसमे केंद्रीय विद्द्यालय जमालपुर के बच्चों ने भग लिया था शाम में बचे जमालपुर लौट अये हैं तथा यहाँ,Bihari,Adult,Male,,Happy,Munger,Bihar,audio_jump,1hzC-AlOdklvMH_g7kYVbpr1i86oT1Egp,13-00292-02.mp3
13-00303-01,./Audio/13-00303-01.mp3,आज महिना के ऊपर हो गया आयोजन जमा किए हुए लेकिन जब आयोजन जमा करने के लिए गए तो कहा गया की इसका कोई ठिकाना नहीं हैं की मिलेगा की नहीं मिलेगा,Accent_unknown,Adult,Male,,Sad,,,,15PzNr_uYc-PdOACqIwPa5n4x6WvaZlZ9,13-00303-01.mp3
13-00310-01,./Audio/13-00310-01.mp3,यह परीक्षा बोकारो में होने वाले थी इस सुनवाई द्वारा सुनवाई की पदों पर को की जाने वाली भर्ती,Accent_unknown,Adult,Male,,Serious,,,,1AuNjmAMQn7wrMlY9sueFi2E44xsvluzW,13-00310-01.mp3
13-00309-02,./Audio/13-00309-02.mp3,शहर के चरणबद्ध तरीकें ऐसी अतिक्रमण हटाया जायेगा प्रथम चरण में एक नंबर ट्रैफिक ऐसी पुरस्कार सदर अस्पताल रोड,Accent_unknown,Adult,Male,,,,,,1y36hTsELDFjGVtWVVI91l72biPOinVTG,13-00309-02.mp3
13-00337-04,./Audio/13-00337-04.mp3,इस सम्बन्ध में बताया जाता हैं की संध्या लगभग चार बजकर घटियागंज ऐसी गोरखपुर जा रही थी उसके चालक को हरिनगर,Accent_unknown,Adult,Male,,Serious,,,inaudible,1W0goZ8JCJuNi3FwMEE-BBMS0DOwGT5cB,13-00337-04.mp3
13-00339-06,./Audio/13-00339-06.mp3,दिलीप पांडे जमुई हराहर ऐसी,Accent_unknown,Adult,Male,,Serious,,,inaudible,1OHp5aal4fFcFJbmca7Wu5n2BCVK45ZFU,13-00339-06.mp3
13-00343-03,./Audio/13-00343-03.mp3,नाथूर उपायें पवधपुर भोला माथुर अमर एकता उत्तम माथुर धीर नारायण मैथ एवम आदि उपस्थित थे,Accent_unknown,Adult,Male,,Serious,,,inaudible,1Bfgb3VZVHEB7DaGU_g2OGKrkk8XBBptK,13-00343-03.mp3
13-00345-06,./Audio/13-00345-06.mp3,जमुई ठेकेदारों को बगैर इज़ाज़त के काम नहीं करने की चेतावनी दी है इसके इलावा,Accent_unknown,Adult,Male,,Serious,,,inaudible,1WAsfDeYSE4-_dgvwQLBeOe5bnhTZGSgK,13-00345-06.mp3
13-00346-01,./Audio/13-00346-01.mp3,पुलिस स्कीम की तलह को पुली का बाबा ने वालों की शिकायत बिना इज़ाज़त के काम करने आरोप सड़कों आरोप खून बहेगा और इसके आलावा परकर्मी एस ब्यूरो में भर्ती नहीं होने की बात कहीं गयी थी पहले भी ठेकेदारों को चेताया था बागी ठेकेदारों ने पुनः बिना इज़ाज़त के ही सड़कों का निर्माण काम करा रहा था नसबन्दियों के इलाके में पढ़ता हैं नसबन्दियों ने अपने इलाकों में काम नहीं करने का फरमान पहले ऐसी जारी किया था धन्यवाद मोबाइल वाणी न्यूज़ ऐसी,Accent_unknown,Adult,Male,,Serious,,,inaudible,1sI7w-R4VoF5wpECwBjn2DneB6jafAt4K,13-00346-01.mp3
13-00350-04,./Audio/13-00350-04.mp3,छात्रवृत्ति प्रशिक्षण करने वाले छात्राओं में कक्षा एक के एस टी में दीपक दीपिका कुमारी भूमिका कुमारी,,Adult,Male,Noise,,,,,1eZ9SaABW46uHFFDBeDi0FJBY2roehNTR,13-00350-04.mp3
13-00349-01,./Audio/13-00349-01.mp3,खुशी कुमारी खुशबु कुमारी रानी कुमारी रेशम कुमारी अनिश कुमार रोनक कुमार विष्णु कुमार राधा कुमारी खुशी कुमारी,Bihari,Adult,Male,,,,Bihar,,10-bHIbIxO3IU7WSHPOo9ueGTzvXIKmDd,13-00349-01.mp3
13-00351-04,./Audio/13-00351-04.mp3,लैंगिक अपराध हो रहे हैं ऐसे में जिस बच्चियों के साथ इस तरह की हरकत होती हैं उसका सिर्फ विरोध करे बल्कि इसकी जानकारी पुलिस प्रसाशन को दे,Accent_unknown,Adult,Male,,Serious,,,,1UfkAC2oFsMqm21sJ1VF_V9VfKcKvEGhD,13-00351-04.mp3
13-00354-03,./Audio/13-00354-03.mp3,मधुबनी मोबाइल वाणी प्रखंड,Accent_unknown,Adult,Male,,Serious,,,,1k37nnRxZADiBVsPojUXCywI69Jgf3a_Q,13-00354-03.mp3
13-00355-05,./Audio/13-00355-05.mp3,तो सतिश जी आप पंचायत के प्रतिनिधि हैं तो आप इसके बारे में क्या सोचते हैं सड़कों पे सड़कों में,Accent_unknown,Adult,Male,,Serious,,,,1cs07--LIiCm3kUEgIFRZP8GhCABImlNo,13-00355-05.mp3
13-00363-01,./Audio/13-00363-01.mp3,नई चेतना जागी सबमे नई चेतना जागी सबमे ऐसी कोई रही खोज ली मंदिर के हम नींव बनेंगे,,Child,Female,,,,,,1kvfxfzKh0tIH7hq3r0G1XUnWpqj_IR50,13-00363-01.mp3
13-00362-06,./Audio/13-00362-06.mp3,शोर हो जाता है शोर शराबे से ध्वनी प्रदूषण लगता है ऐसे में क्या यह अच्छा न हो की हम इस खुशी के अवसर पर,Bihari,Adult,Male,,,Munger,Bihar,,1S0xUQa0ACEyvBf60z0T97VKLrCY0Zs0G,13-00362-06.mp3
13-00365-01,./Audio/13-00365-01.mp3,मैं राजीव कुमार ठाकुर जिला मुंगेर मुंगेर की आवाज़ से धनतेरस को लेकर बाजारों में उमड़ी भीड़,Accent_unknown,Adult,Male,,Serious,,,,1H9orsArL8UXwvM6GIZ55IfsfIdUQ_o9V,13-00365-01.mp3
13-00364-04,./Audio/13-00364-04.mp3,इस दीपावली के पावन पर्व की ढेर सारी शुभकामनाएं धन्यवाद दोस्तों मैं अरविन्द सिंह लोधी,Accent_unknown,Adult,Male,,Serious,,,,1M6qjmVVZFb77lkuaaO7ycNidEdXZ3fik,13-00364-04.mp3
13-00375-03,./Audio/13-00375-03.mp3,किसी भी आवेदक को बिना ट्रायल किए ड्राइविंग लाइसेंस अभी घूस लेकर देदिया जाता हैं सड़क के चौक चौराहों पर गति सीमा,,Adult,Male,Noise,,,,,1cQXZnPQdLyt8IY3Af07ylPK-4z0xCN0M,13-00375-03.mp3
13-00373-03,./Audio/13-00373-03.mp3,धन्यवाद श्रोता मित्र मैं शिव नारायण बोकारो ऐसी जनता की रिपोर्ट चर्चा मंच मंच पर कहना है की झारखण्ड में यातायात नियमों,,Adult,Male,,,,Jharkhand,,1LqNS8c8-D7N9LVOndnsgnJiVozd3pHQk,13-00373-03.mp3
13-00377-03,./Audio/13-00377-03.mp3,कई कई रूपए दिखाया जाता हैं दूसरी बात है की बहुत से दुकानदार सड़कपर दुकाने लगा देती है जिनके कारण वे लोगों को बाध्य हो करके,,Adult,Male,,Serious,,,,1BZ9NeyrymJz-xUoByAaTvsVn9QQo5_DW,13-00377-03.mp3
13-00381-01,./Audio/13-00381-01.mp3,न तो किसान खेती कर प्रकार रहे है और न तो बच्चे अपने यहाँ बैठ के पढ़ाई कर प्रकार रहे है कमालपुर गाँव में हर बार की तरह इस बार भी दुर्घटनाओं में वृद्धि हुई है,Bihari,Adult,Male,,Serious,Dhalai,Bihar,,12a7tORHn-vqBRXxDE743RIYzbT01CoL6,13-00381-01.mp3
13-00379-06,./Audio/13-00379-06.mp3,यहाँ आरोप रहने वाले किसान मजदूर बच्चे बच्चियाँ और यहाँ के हर इंसान का भविष्य अन्धकार अन्धकार में हो गया हैं,,Adult,Male,,Serious,,,,1BsRj4kBBjRz4kKb_yaETAimsSSbzJbb8,13-00379-06.mp3
13-00381-04,./Audio/13-00381-04.mp3,और यहाँ के इंसान ही पिछले तीन छह साल ऐसी दिवाली अंधेरे में ही माना रहे है उन्हें उजाले का तो नाम ही पता नहीं,Bihari,Adult,Male,,Serious,Dhalai,Bihar,,1Uxi9Ua6ZMd-dRnQbWAfFeaLte3aJbgqY,13-00381-04.mp3
13-00381-06,./Audio/13-00381-06.mp3,जिंदगी का गुजरा अच्छे ऐसी कर सके धन्यवाद में अरविन्द सिंह,Bihari,Adult,Male,,Serious,Dhalai,Bihar,,1atmrTGCcRveCR4Fi_5OTU4r2Bw2Hj16c,13-00381-06.mp3
13-00386-05,./Audio/13-00386-05.mp3,दो सौ पंद्रह बटालियन खर्च करके धन्यवाद दिलीप पांडे जमुई मीडिया डेस्क ऐसी,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1CCtmrcnCO0Si70QhwhVxTbwNes429HkO,13-00386-05.mp3
13-00397-01,./Audio/13-00397-01.mp3,का आयोजन किया गया हैं कल दिनांक सेकंड नवम्बर और आज दिनांक दिनांक थर्ड नवम्बर दो हज़ार सोलह को टूर्नामेंट का,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1g1229xb5eJLNzGoPGU0CDFjYuiifL3oE,13-00397-01.mp3
13-00404-01,./Audio/13-00404-01.mp3,माँ मुझे मैथ मार ओह माँ मुझे मैथ मार तेरे आंगन की तुलसी बन में बढ़ती जाऊंगी पूजा के कलशी का पानी बन,,Adult,Male,,Sad,,,audio_jump,1zDzdD69_qSLjLVSyTKOayTUDrYCAduJq,13-00404-01.mp3
13-00413-03,./Audio/13-00413-03.mp3,एक लाये भोरी ऐसी मैं आज बाजार में बहुत भीड़ हैं श्रद्धालुओं का,,Adult,Male,,Serious,,,not_clear,1qfqI4YCMiuueQYGKaEscrbaBBgm3XO57,13-00413-03.mp3
13-00414-04,./Audio/13-00414-04.mp3,की लोगों का जीना शराब हो गया हैं वायु प्रदूषण बढ़ने के कारण आज गंभीर बीमारी लोगों को हो रहे हैं,,Adult,Male,,Sad,,,,1mtOmwhtR8XKo2R-tmrnsTU8WugT6rx5m,13-00414-04.mp3
13-00417-01,./Audio/13-00417-01.mp3,वृद्धि कारण और शहरी कारण के नाम आरोप पिछले कुछ सालों में धड़ल्ले ऐसी वनों की कतई हुई है और अभी भी हो राय है उद्योगिक इकाइयों की आराधना हो राय है,Bihari,Adult,Male,,Serious,,Bihar,,1837zoQUOqCwK72PorjTTZezRYTw9yLxr,13-00417-01.mp3
13-00447-03,./Audio/13-00447-03.mp3,नमस्कार मुंगेर की आवाज़ में आपका स्वागत है में विपिन कुमार जिला मुंगेर से एक हजार और पाँच सौ के नोट को खपाने में जुट गए है लोग,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1G7xq07OuIhEAf8s-oeN_zONiWNcCg8Jg,13-00447-03.mp3
13-00474-02,./Audio/13-00474-02.mp3,में दिलीप पांडे जमुई अघारा ऐसी मोबाइल वाणी आज शनिवार ऐसी सभी बैंकों में चार हजार ऐसी ज़रुरत मंद अगर ज़रुरत है आपको तो दस हजार तक निकासी सकते है ऐसे गुरूवार ऐसी सुबह ऐसी लाइन कतारें देखी जा रही है जमुई जिले के प्रत्येक बैंक और डाक घरो में कहीं बैंक और डाक घर उपलब्ध हो गयी है राशि जैसे चार हजार के करीब,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1TlNpvgaq7rib_BmWNkugnOfatuoK-BT_,13-00474-02.mp3
